"La Palma","28.687850230135236","-17.76521978578848","Santa Cruz de la Palma"
"El Hierro","27.810619773605353","-17.91451484686136","Villa De Valverde"
"La Gomera","28.090686072611323","-17.111098249104266","San Sebastian de la Gomera"
"Tenerife","28.46378420408351","-16.25598779731663","Santa Cruz de Tenerife"
"Las Palmas de Gran Canaria","28.12382871889607","-15.43405793760645","Las Palmas de Gran Canaria"
"Fuerteventura","28.49982622623022","-13.861017659034674","Puerto del Rosario"
"Lanzarote","28.964571687073256","-13.552175871251947","Arrecife"
