"La Palma","Santa Cruz de la Palma","28.68387852251533","-17.764941313762765"
"El Hierro","Villa de Valverde","27.809182574942152", "-17.915395945439386"
"La Gomera","San Sebastian de la Gomera","28.091714680844206", "-17.11148097001489"
"Tenerife","Santa Cruz de Tenerife","28.46234165000923", "-16.254921522788564"
"Gran Canaria","Las Palmas de Gran Canaria","28.113418028882172", "-15.426056808969882"
"Fuerteventura","Puerto del Rosario","28.501287892926968", "-13.862700104000986"
"Lanzarote","Arrecife","28.96474927707835", "-13.554210431191532"
